name,name_cs
"Proximates, Peanut butter, creamy, JIF (AL,CA1) - NFY120C96","Proximates, arašídové máslo, krémové, JIF (AL,CA1) - NFY120C96"
"Proximates, Peanut butter, creamy, JIF (CA2,NC) - NFY120C9J","Proximates, arašídové máslo, krémové, JIF (CA2,NC) - NFY120C9J"
"Proximates, Peanut butter, creamy, JIF (CO,CT) - NFY120C9W","Proximates, arašídové máslo, krémové, JIF (CO,CT) - NFY120C9W"
"Proximates, Peanut butter, creamy, JIF (FL,MO) - NFY120CAA","Proximates, arašídové máslo, krémové, JIF (FL,MO) - NFY120CAA"
"Proximates, Peanut butter, creamy, JIF (IN,NY) - NFY120C8R","Proximates, arašídové máslo, krémové, JIF (IN,NY) - NFY120C8R"
"Proximates, Peanut butter, creamy, JIF (MI,OK) - NFY120CAP","Proximates, arašídové máslo, krémové, JIF (MI,OK) - NFY120CAP"
"Proximates, Peanut butter, creamy, SKIPPY (AL,CA1) - NFY120C6T","Proximates, arašídové máslo, krémové, SKIPPY (AL,CA1) - NFY120C6T"
"Proximates, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C77","Proximates, arašídové máslo, krémové, SKIPPY (CA2,NC) - NFY120C77"
"Proximates, Peanut butter, creamy, SKIPPY (CO,CT) - NFY120C7L","Proximates, Arašídové máslo, krémové, SKIPPY (CO,CT) - NFY120C7L"
"Proximates, Peanut butter, creamy, SKIPPY (FL,MO) - NFY120C8D","Proximates, arašídové máslo, krémové, SKIPPY (FL,MO) - NFY120C8D"
"Proximates, Peanut butter, creamy, SKIPPY (IN,NY) - NFY120C6F","Proximates, Arašídové máslo, krémové, SKIPPY (IN,NY) - NFY120C6F"
"Proximates, Peanut butter, creamy, SKIPPY (MI) - NFY120C7Y","Proximates, arašídové máslo, krémové, SKIPPY (MI) - NFY120C7Y"
"Proximates, Peanut butter, creamy, store brand/other brand, AMERICAS CHOICE & GREAT VALUE (NY) - NFY120CB3","Proximates, Arašídové máslo, krémové, obchodní značka/jiná značka, AMERICAS CHOICE & GREAT VALUE (NY) - NFY120CB3"
"Proximates, Peanut butter, creamy, store brand/other brand, GREAT VALUE (AL,OK) - NFY120CBI","Proximates, arašídové máslo, krémové, značka obchodu/jiná značka, SKVĚLÁ HODNOTA (AL,OK) - NFY120CBI"
"Proximates, Peanut butter, creamy, store brand/other brand, HYVEE & PUBLIX (FL,MO) - NFY120CCO","Proximates, Arašídové máslo, krémové, obchodní značka/jiná značka, HYVEE & PUBLIX (FL,MO) - NFY120CCO"
"Proximates, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCA","Proximates, Arašídové máslo, krémové, značka obchodu/jiná značka, KROGER (IN,MI) - NFY120CCA"
"Proximates, Peanut butter, creamy, store brand/other brand, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY120CBW","Proximates, Arašídové máslo, krémové, značka obchodu/jiná značka, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY120CBW"
"Proximates, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD2","Proximates, Arašídové máslo, smetanové, obchodní značka/jiná značka, SAFEWAY KUCHYNĚ A OBCHODNÍ RITE (CO,CT) - NFY120CD2"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (AL,CA1) - NFY120HNX","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (AL,CA1) - NFY120HNX"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (CA2,NC) - NFY120HOC","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (CA2,NC) - NFY120HOC"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (CO,CT) - NFY120HOK","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (CO,CT) - NFY120HOK"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (FL,MO) - NFY120HP5","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (FL,MO) - NFY120HP5"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (IN,NY) - NFY120HNO","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (IN,NY) - NFY120HNO"
"Proximates, Pickles, kosher dill, spears, CLAUSEN (MI,OK) - NFY120HOV","Proximates, Pickles, košer kopr, oštěpy, CLAUSEN (MI,OK) - NFY120HOV"
"Proximates, Pickles, kosher dill, spears, store brand, AMERICAS CHOICE & SHOP RITE (NY,CT1) - NFY120HPJ","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, AMERICAS CHOICE & SHOP RITE (NY,CT1) - NFY120HPJ"
"Proximates, Pickles, kosher dill, spears, store brand, FOOD LION & SUNNY SELECT (NC1,CA2) - NFY120HQ5","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, FOOD LION & SUNNY SELECT (NC1, CA2) - NFY120HQ5"
"Proximates, Pickles, kosher dill, spears, store brand, GREAT VALUE & GREAT VALUE (AL1,OK1) - NFY120HQD","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, SKVĚLÁ HODNOTA & SKVĚLÁ HODNOTA (AL1,OK1) - NFY120HQD"
"Proximates, Pickles, kosher dill, spears, store brand, HY VEE & PUBLIX (MO1,FL) - NFY120HQO","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, HY VEE & PUBLIX (MO1,FL) - NFY120HQO"
"Proximates, Pickles, kosher dill, spears, store brand, KROGER (IN1,MI1) - NFY120HQX","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, KROGER (IN1,MI1) - NFY120HQX"
"Proximates, Pickles, kosher dill, spears, store brand, SAFEWAY (CA1,CO1) - NFY120HPR","Proximates, Pickles, košer kopr, oštěpy, značka obchodu, SAFEWAY (CA1,CO1) - NFY120HPR"
"Proximates, Pickles, kosher dill, spears, VLASIC (AL,CA1) - NFY120HLX","Proximates, Pickles, košer kopr, oštěpy, VLASIC (AL,CA1) - NFY120HLX"
"Proximates, Pickles, kosher dill, spears, VLASIC (CA2,NC) - NFY120HMD","Proximates, Pickles, košer kopr, oštěpy, VLASIC (CA2,NC) - NFY120HMD"
"Proximates, Pickles, kosher dill, spears, VLASIC (CO,CT) - NFY120HMM","Proximates, Pickles, košer kopr, oštěpy, VLASIC (CO,CT) - NFY120HMM"
"Proximates, Pickles, kosher dill, spears, VLASIC (FL,MO) - NFY120HMY","Proximates, Pickles, košer kopr, oštěpy, VLASIC (FL,MO) - NFY120HMY"
"Proximates, Pickles, kosher dill, spears, VLASIC (IN,NY) - NFY120HLM","Proximates, Pickles, košer kopr, oštěpy, VLASIC (IN,NY) - NFY120HLM"
"Proximates, Pickles, kosher dill, spears, VLASIC (MI,OK) - NFY120HN9","Proximates, Pickles, košer kopr, oštěpy, VLASIC (MI,OK) - NFY120HN9"
"Proximates, Pollock, raw (CO) - NFY060DMJ","Proximates, Pollock, surový (CO) - NFY060DMJ"
"Proximates, Pollock, raw (CT) - NFY060DMV","Proximates, Pollock, surový (CT) - NFY060DMV"
"Proximates, Pollock, raw (IN) - NFY060DN7","Proximates, Pollock, surový (IN) - NFY060DN7"
"Proximates, Pollock, raw (MI) - NFY060DP7","Proximates, Pollock, surový (MI) - NFY060DP7"
"Proximates, Pollock, raw (MO) - NFY060DNV","Proximates, Pollock, surový (MO) - NFY060DNV"
"Proximates, Pollock, raw (NC) - NFY060DLV","Proximates, Pollock, surový (NC) - NFY060DLV"
"Proximates, Pollock, raw (NY) - NFY060DO7","Proximates, Pollock, surový (NY) - NFY060DO7"
"Proximates, Pollock, raw (OK) - NFY060DM7","Proximates, Pollock, raw (OK) - NFY060DM7"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (CA-AL,IL) - NFY0901VC","Proximates, Pupusas, fazole, ploché plněné kukuřičné sušenky (CA-AL,IL) - NFY0901VC"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (CA-LA) - NFY0901XT","Proximates, Pupusas, Fazole, ploché plněné kukuřičné sušenky (CA-LA) - NFY0901XT"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (FL,CA-SB) - NFY0901WC","Proximates, Pupusas, fazole, ploché plněné kukuřičné sušenky (FL,CA-SB) - NFY0901WC"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (MD,NM) - NFY0901WT","Proximates, Pupusas, fazole, ploché plněné kukuřičné sušenky (MD,NM) - NFY0901WT"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (TX-HA,NV) - NFY0901XC","Proximates, Pupusas, fazole, ploché plněné kukuřičné sušenky (TX-HA,NV) - NFY0901XC"
"Proximates, Pupusas, Bean, flat stuffed corn biscuit (TX-TR) - NFY0901VT","Proximates, Pupusas, Fazole, ploché plněné kukuřičné sušenky (TX-TR) - NFY0901VT"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (AL,CA1) - NFY090KXG","Proximates, Salsa, PACE CHUNKY, MEDIUM (AL,CA1) - NFY090KXG"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (CA2,NC) - NFY090KXS","Proximates, Salsa, PACE CHUNKY, MEDIUM (CA2,NC) - NFY090KXS"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (CO,CT) - NFY090KYD","Proximates, Salsa, PACE CHUNKY, MEDIUM (CO,CT) - NFY090KYD"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (FL,MO) - NFY090KYM","Proximates, Salsa, PACE CHUNKY, MEDIUM (FL,MO) - NFY090KYM"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (IN,NY) - NFY090KWU","Proximates, Salsa, PACE CHUNKY, MEDIUM (IN,NY) - NFY090KWU"
"Proximates, Salsa, PACE CHUNKY, MEDIUM (MI,OK) - NFY090KYY","Proximates, Salsa, PACE CHUNKY, MEDIUM (MI,OK) - NFY090KYY"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (AL,CA1) - NFY090KUN","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (AL,CA1) - NFY090KUN"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CA2,NC) - NFY090KUZ","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CA2,NC) - NFY090KUZ"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CO,CT) - NFY090KVK","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CO,CT) - NFY090KVK"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (FL,MO) - NFY090KVT","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (FL,MO) - NFY090KVT"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (IN,NY) - NFY090KU1","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (IN,NY) - NFY090KU1"
"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (MI,OK) - NFY090KW5","Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (MI,OK) - NFY090KW5"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1) - NFY0904YX","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (AL1) - NFY0904YX"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (CA1) - NFY0904Z3"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z9","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (CA2) - NFY0904Z9"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CO2) - NFY0904ZL","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (CO2) - NFY0904ZL"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CT1) - NFY0904ZR","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (CT1) - NFY0904ZR"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZX","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (FL1) - NFY0904ZX"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1) - NFY0904YL","Proximates, omáčka, těstoviny, originální HUNTS, omáčka na špagety v konzervě (IN1) - NFY0904YL"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090509","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (MI1) - NFY090509"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MO1) - NFY090503","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (MO1) - NFY090503"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NC1) - NFY0904ZF","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (NC1) - NFY0904ZF"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NY1) - NFY0904YR","Proximates, omáčka, těstoviny, originál HUNTS, konzervovaná omáčka na špagety (NY1) - NFY0904YR"
"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050F","Proximates, omáčka, těstoviny, originální HUNTS, konzervovaná omáčka na špagety (OK1) - NFY09050F"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (AL1) - NFY0904VF","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (AL1) - NFY0904VF"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA1) - NFY0904VL","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (CA1) - NFY0904VL"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA2) - NFY0904VR","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (CA2) - NFY0904VR"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - NFY0904W3","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, balená omáčka na špagety (CO2) - NFY0904W3"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CT1) - NFY0904W9","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (CT1) - NFY0904W9"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - NFY0904WF","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (FL1) - NFY0904WF"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (IN1) - NFY0904V3","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (IN1) - NFY0904V3"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MI1) - NFY0904WR","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (MI1) - NFY0904WR"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MO1) - NFY0904WL","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (MO1) - NFY0904WL"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NC1) - NFY0904VX","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (NC1) - NFY0904VX"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NY1) - NFY0904V9","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (NY1) - NFY0904V9"
"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (OK1) - NFY0904WX","Proximates, omáčka, těstoviny, PREGO 100% přírodní italská, tradiční, lahvová omáčka na špagety (OK1) - NFY0904WX"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (AL1) - NFY0904RX","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (AL1) - NFY0904RX"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CA1) - NFY0904S3","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (CA1) - NFY0904S3"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CA2) - NFY0904S9","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (CA2) - NFY0904S9"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2) - NFY0904SL","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (CO2) - NFY0904SL"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CT1) - NFY0904SR","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (CT1) - NFY0904SR"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (FL1) - NFY0904SX","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (FL1) - NFY0904SX"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (IN1) - NFY0904RL","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (IN1) - NFY0904RL"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (MI1) - NFY0904T9","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (MI1) - NFY0904T9"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (MO1) - NFY0904T3","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (MO1) - NFY0904T3"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (NC1) - NFY0904SF","Proximates, omáčka, těstoviny, RAGU Old World, omáčka na špagety (NC1) - NFY0904SF"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (NY1) - NFY0904RR","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (NY1) - NFY0904RR"
"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (OK1) - NFY0904TF","Proximates, omáčka, těstoviny, RAGU Starý svět, omáčka na špagety (OK1) - NFY0904TF"
"Proximates, Sugar, Granulated, White, Name brand (AL1, CA1, MI1) - NFY040XEH","Proximates, cukr, granulovaný, bílý, značka (AL1, CA1, MI1) - NFY040XEH"
"Proximates, Sugar, Granulated, White, Name brand (CA2, NC1, OK1) - NFY040XDN","Proximates, cukr, granulovaný, bílý, značka (CA2, NC1, OK1) - NFY040XDN"
"Proximates, Sugar, Granulated, White, Name brand (CO2, CT1, IN1) - NFY040XDX","Proximates, cukr, granulovaný, bílý, značka (CO2, CT1, IN1) - NFY040XDX"
"Proximates, Sugar, Granulated, White, Name brand (FL1, MO1, NY1) - NFY040XE7","Proximates, cukr, granulovaný, bílý, značka (FL1, MO1, NY1) - NFY040XE7"
"Proximates, Sugar, Granulated, White, store brand (AL1, CA1, MI1) - NFY040XFL","Proximates, cukr, granulovaný, bílý, značka obchodu (AL1, CA1, MI1) - NFY040XFL"
"Proximates, Sugar, Granulated, White, store brand (CA2, NC1, OK1) - NFY040XER","Proximates, cukr, granulovaný, bílý, značka obchodu (CA2, NC1, OK1) - NFY040XER"
"Proximates, Sugar, Granulated, White, store brand (CO2, CT1, IN1) - NFY040XF1","Proximates, cukr, granulovaný, bílý, značka obchodu (CO2, CT1, IN1) - NFY040XF1"
"Proximates, Sugar, Granulated, White, store brand (FL1, MO1, NY1) - NFY040XFB","Proximates, cukr, granulovaný, bílý, značka obchodu (FL1, MO1, NY1) - NFY040XFB"
"Proximates, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J7","Proximates, sladkokyselé vepřové maso, čínská restaurace (CA1,VA) - NFY0903J7"
"Proximates, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JU","Proximates, sladkokyselé vepřové maso, čínská restaurace (CA2,NC1) - NFY0903JU"
"Proximates, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KH","Proximates, sladkokyselé vepřové maso, čínská restaurace (CO1,CT1) - NFY0903KH"
"Proximates, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IK","Proximates, sladkokyselé vepřové maso, čínská restaurace (IN1,NY1) - NFY0903IK"
"Proximates, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LR","Proximates, sladkokyselé vepřové maso, čínská restaurace (MI1,VA3) - NFY0903LR"
"Proximates, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L4","Proximates, sladkokyselé vepřové maso, čínská restaurace (VA2,WV) - NFY0903L4"
"Proximates, Tamale, Pork (CA-AL,IL) - NFY09027Y","Proximates, Tamale, Vepřové maso (CA-AL,IL) - NFY09027Y"
"Proximates, Tamale, Pork (CA-LA,CA-SD) - NFY0902AU","Proximates, tamale, vepřové maso (CA-LA, CA-SD) - NFY0902AU"
"Proximates, Tamale, Pork (CA-SB) - NFY090294","Proximates, tamale, vepřové maso (CA-SB) - NFY090294"
"Proximates, Tamale, Pork (NM) - NFY09029O","Proximates, tamale, vepřové maso (NM) - NFY09029O"
"Proximates, Tamale, Pork (TX-HA,NV) - NFY0902AA","Proximates, Tamale, Vepřové maso (TX-HA,NV) - NFY0902AA"
"Proximates, Tamale, Pork (TX-TR) - NFY09028I","Proximates, Tamale, Vepřové maso (TX-TR) - NFY09028I"
"Proximates, Tomatoes, diced, canned, DEL MONTE (CO, CT) - NFY120AN4","Proximates, rajčata, nakrájená, konzervovaná, DEL MONTE (CO, CT) - NFY120AN4"
"Proximates, Tomatoes, diced, canned, DEL MONTE (FL, MO) - NFY120ANA","Proximates, rajčata, nakrájená, konzervovaná, DEL MONTE (FL, MO) - NFY120ANA"
"Proximates, Tomatoes, diced, canned, DEL MONTE (MI, OK) - NFY120ANH","Proximates, rajčata, nakrájená, konzervovaná, DEL MONTE (MI, OK) - NFY120ANH"
"Proximates, Tomatoes, diced, canned, DEL MONTE (NC, NY) - NFY120AMK","Proximates, rajčata, nakrájená na kostičky, konzervovaná, DEL MONTE (NC, NY) - NFY120AMK"
"Proximates, Tomatoes, diced, canned, HUNTS (AL, CA1) - NFY120ALO","Proximates, rajčata, kostky, konzervy, LOV (AL, CA1) - NFY120ALO"
"Proximates, Tomatoes, diced, canned, HUNTS (CA2, NC) - NFY120ALU","Proximates, rajčata, kostky, konzervy, LOV (CA2, NC) - NFY120ALU"
"Proximates, Tomatoes, diced, canned, HUNTS (CO, CT) - NFY120AM1","Proximates, rajčata, kostky, konzervy, LOV (CO, CT) - NFY120AM1"
"Proximates, Tomatoes, diced, canned, HUNTS (FL, MO) - NFY120AM7","Proximates, rajčata, kostky, konzervy, LOV (FL, MO) - NFY120AM7"
"Proximates, Tomatoes, diced, canned, HUNTS (IN, NY) - NFY120ALH","Proximates, rajčata, nakrájená na kostičky, konzervy, LOVY (IN, NY) - NFY120ALH"
"Proximates, Tomatoes, diced, canned, HUNTS (MI, OK) - NFY120AME","Proximates, rajčata, kostky, konzervy, LOV (MI, OK) - NFY120AME"
"Proximates, Tomatoes, diced, canned, STORE BRAND, BIG DAISY & SAFEWAY KITCHENS (CO, CT) - NFY120AO7","Proximates, rajčata, nakrájená na kostičky, konzervy, ZNAČKA OBCHODU, KUCHYNĚ BIG DAISY & SAFEWAY (CO, CT) - NFY120AO7"
"Proximates, Tomatoes, diced, canned, STORE BRAND, GREAT VALUE (AL, OK) - NFY120ANU","Proximates, rajčata, nakrájená na kostičky, konzervy, ZNAČKA OBCHODU, VELKÁ HODNOTA (AL, OK) - NFY120ANU"
"Proximates, Tomatoes, diced, canned, STORE BRAND, GREAT VALUE & S&W PREMIUM (AL, CA1) - NFY120AMR","Proximates, rajčata, nakrájená na kostičky, konzervovaná, ZNAČKA OBCHOD, VELKÁ HODNOTA A S&W PREMIUM (AL, CA1) - NFY120AMR"
"Proximates, Tomatoes, diced, canned, STORE BRAND, HYTOP PREMIUM QUALITY & AMERICAS CHOICE (CA1, NY) - NFY120AOK","Proximates, rajčata, nakrájená na kostičky, konzervy, ZNAČKA OBCHODU, HYTOP PREMIUM QUALITY & AMERICAS CHOICE (CA1, NY) - NFY120AOK"
"Proximates, Tomatoes, diced, canned, STORE BRAND, HY VEE & PUBLIX (FL, MO) - NFY120AOD","Proximates, rajčata, nakrájená na kostičky, konzervy, ZNAČKA STORE, HY VEE & PUBLIX (FL, MO) - NFY120AOD"
"Proximates, Tomatoes, diced, canned, STORE BRAND, KROGER BRAND (IN, MI) - NFY120ANN","Proximates, rajčata, nakrájená na kostičky, konzervy, ZNAČKA STORE, KROGER BRAND (IN, MI) - NFY120ANN"
"Proximates, Tomatoes, diced, canned, STORE BRAND, SUNNY SELECT & VINE RIPE (CA2, NC) - NFY120AO0","Proximates, rajčata, nakrájená na kostičky, konzervovaná, ZNAČKA STORE, SUNNY SELECT & VINE RIPE (CA2, NC) - NFY120AO0"
"Proximates, Tomatoes, diced, canned, VALUE TIME (CA2) - NFY120AMX","Proximates, rajčata, nakrájená na kostičky, konzervovaná, VALUE TIME (CA2) - NFY120AMX"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S0S","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (AL,CA1) - NFY090S0S"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S13","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (CA2,NC) - NFY090S13"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S1C","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (CO,CT) - NFY090S1C"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S1K","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (FL,MO) - NFY090S1K"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S0B","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (IN,NY) - NFY090S0B"
"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S1T","Proximates, Tuňák, konzerva, ve vodě, odkapané pevné látky, BUMBLEBEE CHUNK LIGHT, VE VODĚ (MI,OK) - NFY090S1T"
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S32","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘE Z SEA CHUNK LIGHT, VE VODĚ (CO,CT) - NFY090S32"
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S3A","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘECÍ KUŘE Z SEA CHUNK LIGHT, VE VODĚ (FL,MO) - NFY090S3A"
