id,name,name_cs
1463,"Proximates, Cheese, cheddar, natural shredded mild, KRAFT (PA,IA) - NFY120WP9","Proximates, sýr, čedar, přírodní strouhaný jemný, KRAFT (PA,IA) - NFY120WP9"
1464,"Proximates, Cheese, cheddar, natural shredded mild, store brand, ESSENTIAL EVERYDAY  (GA,IA,PA) - NFY120WQT","Proximates, sýr, čedar, přírodní strouhaný jemný, značka obchodu, ESSENTIAL EVERYDAY (GA,IA,PA) - NFY120WQT"
1474,"Proximates, Cheese, cheddar, natural shredded mild, store brand, sKROGER (CA2,TX) - NFY120WSD","Proximates, sýr, čedar, přírodní strouhaný jemný, značka obchodu, sKROGER (CA2,TX) - NFY120WSD"
1472,"Proximates, Cheese, cheddar, natural shredded mild, store brand, WEGMANS (AZ,IN,NJ,NC) - NFY120WRT","Proximates, sýr, čedar, přírodní strouhaný jemný, značka obchodu, WEGMANS (AZ,IN,NJ,NC) - NFY120WRT"
1455,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (AZ,IN,GA) - NFY120WTS","Proximates, sýr, čedar, přírodní strouhaný ostrý, KRAFT (AZ,IN,GA) - NFY120WTS"
1461,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (KY,NE,NC) - NFY120WT5","Proximates, sýr, čedar, přírodní strouhaný ostrý, KRAFT (KY,NE,NC) - NFY120WT5"
1466,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (PA,CA1,IA,TX) - NFY120WSU","Proximates, sýr, čedar, přírodní strouhaný ostrý, KRAFT (PA,CA1,IA,TX) - NFY120WSU"
1451,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, GREAT VALUE (CA1,NE) - NFY120WVQ","Proximates, sýr, čedar, přírodní drcený ostrý, značka obchodu, SKVĚLÁ HODNOTA (CA1,NE) - NFY120WVQ"
1457,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, MY ESSENTIALS (AZ,GA,NC,PA) - NFY120WV6","Proximates, sýr, čedar, přírodní strouhaný ostrý, značka obchodu, MY ESSENTIALS (AZ,GA,NC,PA) - NFY120WV6"
1467,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, SHOP RITE (IA,IN,NJ) - NFY120WUA","Proximates, sýr, čedar, přírodní strouhaný ostrý, značka obchodu, SHOP RITE (IA,IN,NJ) - NFY120WUA"
1459,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, sKROGER (CA2,KY,TX) - NFY120WUL","Proximates, sýr, čedar, přírodní strouhaný ostrý, značka obchodu, sKROGER (CA2,KY,TX) - NFY120WUL"
1497,"Proximates, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0Y","Proximates, sýr, čedar, ostrý, blok/kousek CABOT, VÁŽNĚ OSTRÝ (GA,NJ) - NFY120X0Y"
1488,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X0A","Proximates, sýr, čedar, ostrý, blok/kousek KRAFT (IN,GA) - NFY120X0A"
1493,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZS","Proximates, sýr, čedar, ostrý, blok/kousek KRAFT (KY,NE) - NFY120WZS"
1477,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (PA,CA1,IA) - NFY120WZD","Proximates, sýr, čedar, ostrý, blok/kousek KRAFT (PA,CA1,IA) - NFY120WZD"
1495,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (NC,PA) - NFY120X2Q","Proximates, sýr, čedar, ostrý, blok/kousek, značka obchodu, ESSENTIAL EVERYDAY (NC,PA) - NFY120X2Q"
1499,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2C","Proximates, sýr, čedar, ostrý, blok/kousek, značka obchodu, SKVĚLÁ HODNOTA (CA1,KY,NE) - NFY120X2C"
1491,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X35","Proximates, sýr, čedar, ostrý, blok/kousek, značka obchodu, sKROGER (CA2,TX) - NFY120X35"
1719,"Proximates, Cheese, dry white, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007Z","Proximates, sýr, suchý bílý, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007Z"
1713,"Proximates, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900B6","Proximates, sýr, suchý bílý, Queso seco, smíšený kompozit (CA-LA, CA-SD) - NFY0900B6"
1715,"Proximates, Cheese, dry white, Queso seco, mixed composite (FL, CA-SB) - NFY090099","Proximates, sýr, suchý bílý, Queso seco, smíšený kompozit (FL, CA-SB) - NFY090099"
1721,"Proximates, Cheese, dry white, Queso seco, mixed composite (MD, NM) - NFY09009W","Proximates, sýr, suchý bílý, Queso seco, smíšený kompozit (MD, NM) - NFY09009W"
1723,"Proximates, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008M","Proximates, sýr, suchý bílý, Queso seco, smíšený kompozit (NY, TX-TR) - NFY09008M"
1717,"Proximates, Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - NFY0900AJ","Proximates, sýr, suchý bílý, Queso seco, směsný kompozit (TX-HA, NV) - NFY0900AJ"
1608,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN"
1600,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8K","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), FRIGO (AZ,VA) - NFY120X8K"
1604,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X99","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), FRIGO (GA,NJ) - NFY120X99"
1596,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Z","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), FRIGO (IA,TX) - NFY120X8Z"
1598,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7S","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), FRIGO (KY,CA2) - NFY120X7S"
1590,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8B","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), FRIGO (NE,NC) - NFY120X8B"
1588,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7K","Proximates, sýr, provázek (s nízkým obsahem vlhkosti, částečně odtučněná mozzarella), FRIGO (PA,CA1) - NFY120X7K"
1579,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3I","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), KRAFT (CA1) - NFY120X3I"
1572,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X52","Proximates, sýr, provázek (nízká vlhkost, částečně odstředěná mozzarella), KRAFT (IA) - NFY120X52"
1584,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4K","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), KRAFT (IN,TX) - NFY120X4K"
1577,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X42","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), KRAFT (NE) - NFY120X42"
1592,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6F","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (AZ,IN) - NFY120X6F"
1594,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X75","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (GA,NJ) - NFY120X75"
1586,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6R","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (IA,TX) - NFY120X6R"
1576,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5N","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (KY,CA2) - NFY120X5N"
1582,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (NE,NC) - NFY120X61"
1574,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X5C","Proximates, sýr, provázky (nízká vlhkost, částečně odtučněná mozzarella), SARGENTO (PA,CA1) - NFY120X5C"
1609,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, FOOD CLUB (AZ,IN,NJ) - NFY120XB6","Proximates, sýr, provázek (nízkovlhká, částečně odtučněná mozzarella), značka obchodu, FOOD CLUB (AZ,IN,NJ) - NFY120XB6"
1602,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XAA","Proximates, sýr, provázek (nízká vlhkost, částečně odtučněná mozzarella), značka obchodu, MY ESSENTIALS (CA2,NC) - NFY120XAA"
1606,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9W","Proximates, sýr, provázek (nízkovlhká, částečně odtučněná mozzarella), značka obchodu, sKROGER (KY,TX) - NFY120X9W"
1167,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-16-02-Prox","Proximates, sýr, švýcarský, plátky (AL, CA1) - 18c-16-02-Prox"
1177,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-17-02-Prox","Proximates, sýr, švýcarský, plátky (AL, CA1) - 18c-17-02-Prox"
1191,"Proximates, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Prox","Proximates, sýr, švýcarský, plátky (CA2, CO) - 18c-17-03-Prox"
1175,"Proximates, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Prox","Proximates, sýr, švýcarský, plátky (CA2, NC) - 18c-16-03-Prox"
1170,"Proximates, Cheese, swiss, slices (CO, CT) - 18c-16-05-Prox","Proximates, sýr, švýcarský, plátky (CO, CT) - 18c-16-05-Prox"
1182,"Proximates, Cheese, swiss, slices (CT, OK) - 18c-17-04-Prox","Proximates, sýr, švýcarský, plátky (CT, OK) - 18c-17-04-Prox"
1163,"Proximates, Cheese, swiss, slices (FL) - 18c-16-04-Prox","Proximates, sýr, švýcarský, plátky (FL) - 18c-16-04-Prox"
1188,"Proximates, Cheese, swiss, slices (FL, MO) - 18c-17-05-Prox","Proximates, sýr, švýcarský, plátky (FL, MO) - 18c-17-05-Prox"
1185,"Proximates, Cheese, swiss, slices (IN, MI) - 18c-17-01-Prox","Proximates, sýr, švýcarský, plátky (IN, MI) - 18c-17-01-Prox"
1180,"Proximates, Cheese, swiss, slices (IN, NY) - 18c-16-01-Prox","Proximates, sýr, švýcarský, plátky (IN, NY) - 18c-16-01-Prox"
1165,"Proximates, Cheese, swiss, slices (MI, OK) - 18c-16-06-Prox","Proximates, sýr, švýcarský, plátky (MI, OK) - 18c-16-06-Prox"
1172,"Proximates, Cheese, swiss, slices (NY, NC) - 18c-17-06-Prox","Proximates, sýr, švýcarský, plátky (NY, NC) - 18c-17-06-Prox"
2018,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (AL,CA1) - 17A-02-02-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (AL,CA1) - 17A-02-02-Prox"
2010,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (CA2,NC) - 17A-02-03-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (CA2,NC) - 17A-02-03-Prox"
2016,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (CO,CT) - 17A-02-04-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (CO,CT) - 17A-02-04-Prox"
2012,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (FL,MO) - 17A-02-05-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (FL,MO) - 17A-02-05-Prox"
2008,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (IN,NY) - 17A-02-01-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (IN,NY) - 17A-02-01-Prox"
2014,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (MI,OK) - 17A-02-06-Prox","Proximates, kuřecí prsa, vykostěné, bez kůže, nevylepšené, dušené (MI,OK) - 17A-02-06-Prox"
1995,"Proximates, Chicken, skin, braised, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-03-06-prox","Proximate, kuřecí, kůže, dušené, z paliček a stehen, vylepšené (OK1,MI1) - 14B-03-06-prox"
1917,"Proximates, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-03-03-prox","Proximate, kuřecí, kůže, dušené, z paliček a stehen, nezvýšené (CO1,CT1,IN1) - 14B-03-03-prox"
1990,"Proximates, Chicken, skin, raw, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-01-06-prox","Proximate, kuře, kůže, syrové, z paliček a stehen, vylepšené (OK1,MI1) - 14B-01-06-prox"
2506,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (AL) - NFY1209PT","Proximates, Čínská restaurace, Smažená rýže (bez masa) (AL) - NFY1209PT"
2510,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CA1) - NFY1209Q0","Proximates, Čínská restaurace, Smažená rýže (bez masa) (CA1) – NFY1209Q0"
2514,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CA2) - NFY1209Q7","Proximates, Čínská restaurace, Smažená rýže (bez masa) (CA2) – NFY1209Q7"
2512,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CO) - NFY1209QL","Proximates, Čínská restaurace, Smažená rýže (bez masa) (CO) - NFY1209QL"
2520,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CT) - NFY1209QS","Proximates, Čínská restaurace, Smažená rýže (bez masa) (CT) - NFY1209QS"
2522,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (FL) - NFY1209QZ","Proximates, Čínská restaurace, Smažená rýže (bez masa) (FL) - NFY1209QZ"
2504,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (IN) - NFY120A4R","Proximates, Čínská restaurace, Smažená rýže (bez masa) (IN) - NFY120A4R"
2518,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (MI) - NFY1209RD","Proximates, Čínská restaurace, Smažená rýže (bez masa) (MI) - NFY1209RD"
2516,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (MO) - NFY1209R6","Proximates, Čínská restaurace, Smažená rýže (bez masa) (PO) – NFY1209R6"
2508,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (NC) - NFY1209QE","Proximates, Čínská restaurace, Smažená rýže (bez masa) (NC) - NFY1209QE"
2502,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (NY) - NFY1209PM","Proximates, Čínská restaurace, Smažená rýže (bez masa) (NY) – NFY1209PM"
2524,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (OK) - NFY1209RK","Proximates, Čínská restaurace, Smažená rýže (bez masa) (OK) - NFY1209RK"
1509,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - NFY120BNL","Proximates, tvaroh, 2% mléčný tuk, BREAKSTONE (AL,IN) - NFY120BNL"
1502,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - NFY120BN6","Proximates, tvaroh, 2% mléčný tuk, BREAKSTONE (CT,NC) - NFY120BN6"
1504,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNW","Proximates, tvaroh, 2 % mléčného tuku, BREAKSTONE (FL) - NFY120BNW"
1512,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (MI,OK) - NFY120BOD","Proximates, tvaroh, 2% mléčný tuk, BREAKSTONE (MI,OK) - NFY120BOD"
1508,"Proximates, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMU","Proximates, tvaroh, 2% mléčný tuk, DAISY (CA1,CO) - NFY120BMU"
1530,"Proximates, Cottage cheese, 2% milkfat, DAISY (FL,IN) - NFY120BRK","Proximates, tvaroh, 2% mléčný tuk, DAISY (FL,IN) - NFY120BRK"
1525,"Proximates, Cottage cheese, 2% milkfat, DAISY (MI,NY) - NFY120BQ9","Proximates, tvaroh, 2% mléčný tuk, DAISY (MI,NY) - NFY120BQ9"
1521,"Proximates, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPL","Proximates, tvaroh, 2% mléčný tuk, DAISY (MO,CT) - NFY120BPL"
1523,"Proximates, Cottage cheese, 2% milkfat, KNUDSEN (CA1,CA2) - NFY120BP5","Proximates, tvaroh, 2% mléčný tuk, KNUDSEN (CA1,CA2) - NFY120BP5"
1518,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP ALL NATURAL & HYVEE (MO,NY) - NFY120BQK","Proximates, tvaroh, 2% mléčný tuk, značka obchodu/jiná značka, FRIENDSHIP ALL NATURAL & HYVEE (PO,NY) - NFY120BQK"
1516,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP & HORIZON ORGANIC (FL,IN) - NFY120BPV","Proximates, tvaroh, 2% mléčný tuk, značka obchodu/jiná značka, FRIENDSHIP & HORIZONT ORGANIC (FL,IN) - NFY120BPV"
1506,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMD","Proximates, tvaroh, 2% mléčný tuk, značka obchodu/jiná značka, HY VEE & DAISY (CA2,MO) - NFY120BMD"
1527,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KING SOOPERS & KRAFT (CO,CT) - NFY120BR7","Proximates, tvaroh, 2 % mléčného tuku, značka obchodu/jiná značka, KING SOOPERS & KRAFT (CO,CT) - NFY120BR7"
1514,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KRAFT SIMPLY & MEADOW GOLD VIVA (AL,CO) - NFY120BOP","Proximates, tvaroh, 2% mléčný tuk, značka obchodu/jiná značka, KRAFT SIMPLY & MEADOW GOLD VIVA (AL,CO) - NFY120BOP"
1529,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KROGER & SAFEWAY (CA1,MI) - NFY120BQX","Proximates, tvaroh, 2% mléčný tuk, značka obchodu/jiná značka, KROGER & SAFEWAY (CA1,MI) - NFY120BQX"
1533,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, SUNNYSIDE FARMS & DAISY (CA2,NC) - NFY120BS1","Proximates, tvaroh, 2 % mléčného tuku, značka obchodu/jiná značka, SUNNYSIDE FARMS & DAISY (CA2,NC) - NFY120BS1"
1738,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (AL1,CA1) - NFY09110F","Proximates, řecký jogurt, CHOBANI PLAIN NETUKOVÝ (AL1,CA1) - NFY09110F"
1732,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CA2,NC1) - NFY09110R","Proximates, řecký jogurt, CHOBANI PLAIN BEZ TUKU (CA2,NC1) - NFY09110R"
1740,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CO1,CT1) - NFY091116","Proximates, řecký jogurt, CHOBANI PLAIN NETUK (CO1,CT1) - NFY091116"
1728,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (FL1,MO1) - NFY09111G","Proximates, řecký jogurt, CHOBANI PLAIN NETUKOVÝ (FL1,MO1) - NFY09111G"
1744,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (MI1,OK1) - NFY09111Y","Proximates, řecký jogurt, CHOBANI PLAIN NETUKOVÝ (MI1,OK1) - NFY09111Y"
1726,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY0910ZX","Proximates, řecký jogurt, CHOBANI PLAIN NETUČNÝ (NY1) - NFY0910ZX"
1754,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (AL1,CA1) - NFY091150","Proximates, řecký jogurt, DANNON OIKOS PLAIN NETUK (AL1,CA1) - NFY091150"
1752,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2,NC1) - NFY09115C","Proximates, řecký jogurt, DANNON OIKOS PLAIN NON-FAT (CA2,NC1) - NFY09115C"
1760,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1,CT1) - NFY09115R","Proximates, řecký jogurt, DANNON OIKOS PLAIN NETUK (CO1,CT1) - NFY09115R"
1758,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1,MO1) - NFY09116J","Proximates, řecký jogurt, DANNON OIKOS PLAIN NON-FAT (FL1,MO1) - NFY09116J"
1748,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1,NY1) - NFY09114L","Proximates, řecký jogurt, DANNON OIKOS PLAIN NON-FAT (IN1,NY1) - NFY09114L"
1750,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY091161","Proximates, řecký jogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY091161"
1746,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (AL1,CA1) - NFY09112Q","Proximates, řecký jogurt, FAGE PLAIN NONFAT (AL1,CA1) - NFY09112Q"
1756,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CA2,NC1) - NFY091149","Proximates, řecký jogurt, FAGE PLAIN NONFAT (CA2,NC1) – NFY091149"
1742,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CO1,CT1) - NFY09113G","Proximates, řecký jogurt, FAGE PLAIN NONFAT (CO1,CT1) - NFY09113G"
1736,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY09113Q","Proximates, řecký jogurt, FAGE PLAIN NONFAT (FL1) - NFY09113Q"
1730,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (IN1,NY1) - NFY09112A","Proximates, řecký jogurt, FAGE PLAIN NONFAT (IN1,NY1) - NFY09112A"
1734,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (OK1) - NFY091131","Proximates, řecký jogurt, FAGE PLAIN NONFAT (OK1) - NFY091131"
2336,"Proximates, Haddock, raw (AL) - NFY060COQ","Proximates, treska jednoskvrnná, surová (AL) - NFY060COQ"
2324,"Proximates, Haddock, raw (CO) - NFY060CM8","Proximates, treska jednoskvrnná, surová (CO) - NFY060CM8"
2322,"Proximates, Haddock, raw (CT) - NFY060CMN","Proximates, treska jednoskvrnná, surová (CT) - NFY060CMN"
2330,"Proximates, Haddock, raw (FL) - NFY060CNH","Proximates, treska jednoskvrnná, surová (FL) - NFY060CNH"
2326,"Proximates, Haddock, raw (IN) - NFY060CN2","Proximates, treska jednoskvrnná, surová (IN) - NFY060CN2"
2334,"Proximates, Haddock, raw (MI) - NFY060CPK","Proximates, treska jednoskvrnná, surová (MI) - NFY060CPK"
2332,"Proximates, Haddock, raw (NC) - NFY060CLE","Proximates, treska jednoskvrnná, surová (NC) - NFY060CLE"
2328,"Proximates, Haddock, raw (NY) - NFY060COB","Proximates, treska jednoskvrnná, surová (NY) - NFY060COB"
1538,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA1) - NFY120DIE","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, KRAFT (CA1) - NFY120DIE"
1542,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA2,NC) - NFY120DJA","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, KRAFT (CA2,NC) - NFY120DJA"
1550,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (FL,MO) - NFY120DJP","Proximates, sýr Mozzarella, nízkovlhký, částečně odtučněný, KRAFT (FL,MO) - NFY120DJP"
1554,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (IN,NY) - NFY120DIX","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, KRAFT (IN,NY) - NFY120DIX"
1562,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DKG","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, KRAFT (MI,OK) - NFY120DKG"
1548,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (AL,CA1) - NFY120DGJ","Proximates, sýr Mozzarella, nízkotučný, částečně odtučněný, SARGENTO (AL,CA1) - NFY120DGJ"
1540,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CA2,NC) - NFY120DGV","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, SARGENTO (CA2,NC) - NFY120DGV"
1544,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CO,CT) - NFY120DHA","Proximates, sýr Mozzarella, nízkotučný, částečně odtučněný, SARGENTO (CO,CT) - NFY120DHA"
1546,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (FL,MO) - NFY120DI3","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, SARGENTO (FL,MO) - NFY120DI3"
1570,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E88","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, SARGENTO (IN,NY) - NFY120E88"
1536,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (MI) - NFY120DHM","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odtučněný, SARGENTO (MI) - NFY120DHM"
1552,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, AMERICAS CHOICE (NY) - NFY120DKR","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odstředěný, značka obchodu, AMERICAS CHOICE (NY) - NFY120DKR"
1564,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLY","Proximates, sýr Mozzarella, s nízkou vlhkostí, částečně odstředěný, značka obchodu, VELKÁ HODNOTA & OBCHODNÍ RITE (AL,CT) - NFY120DLY"
1560,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM8","Proximates, sýr Mozzarella, nízkovlhký, částečně odstředěný, značka obchodu, HYVEE & PUBLIX (FL,MO) - NFY120DM8"
1568,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMN","Proximates, sýr Mozzarella, nízkovlhký, částečně odstředěný, značka obchodu, KROGER (MI,IN) - NFY120DMN"
1565,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DL8","Proximates, sýr Mozzarella, nízkovlhký, částečně odstředěný, značka obchodu, LUCERNE (CA1,CO) - NFY120DL8"
1558,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLK","Proximates, sýr Mozzarella, nízkovlhký, částečně odstředěný, značka obchodu, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLK"
